title;title_norm;message;message_norm;tokens;features;entities;type;source;url_review
Show de Daniela Mercury é cancelado por falta de público ;show de daniela mercury e cancelado por falta de publico ;Daniela Mercury cancela show por falta de público, diz boatoShow de Daniela Mercury é cancelado por falta de público. Quem mandou mexer com política… A cantora Daniela Mercury que tem diversos sucessos gravados e que foram até temas de novelas da #RedeGlobo, hoje passa por um perrengue. Ninguém mais comparece aos seus shows. O show da cantora cujo espetáculo tem como tema “Voz e Violão” marcado para acontecer em João Pessoa foi cancelado por falta de público. Isso mesmo, não tinha ninguém interessado em assistir. A assessoria da artista afirmou em nota que o cancelamento se deu por motivos de força maior. Entretanto, nossa equipe apurou que quase nenhum ingresso foi vendido e por isso o evento não aconteceria na cidade. Daniela é conhecido em todo Brasil pelas suas músicas, porém ela tem manifestado opiniões em redes sociais relacionadas a política. Outros artistas que fizeram o mesmo experimentaram o esvaziamento em seus shows.;daniela mercury cancela show por falta de publico, diz boatoshow de daniela mercury e cancelado por falta de publico. quem mandou mexer com politica a cantora daniela mercury que tem diversos sucessos gravados e que foram ate temas de novelas da #redeglobo, hoje passa por um perrengue. ninguem mais comparece aos seus shows. o show da cantora cujo espetaculo tem como tema voz e violao marcado para acontecer em joao pessoa foi cancelado por falta de publico. isso mesmo, nao tinha ninguem interessado em assistir. a assessoria da artista afirmou em nota que o cancelamento se deu por motivos de forca maior.entretanto, nossa equipe apurou que quase nenhum ingresso foi vendido e por isso o evento nao aconteceria na cidade. daniela e conhecido em todo brasil pelas suas musicas, porem ela tem manifestado opinioes em redes sociais relacionadas a politica. outros artistas que fizeram o mesmo experimentaram o esvaziamento em seus shows.;['show', 'de', 'daniela', 'mercury', 'e', 'cancelado', 'por', 'falta', 'de', 'publico'];{'len': 10, 1: {'token': 'show', 'lemma': 'show', 'POS': 'NOUN'}, 2: {'token': 'de', 'lemma': 'de', 'POS': 'ADP'}, 3: {'token': 'daniela', 'lemma': 'daniela', 'POS': 'NOUN'}, 4: {'token': 'mercury', 'lemma': 'mercury', 'POS': 'PROPN'}, 5: {'token': 'e', 'lemma': 'e', 'POS': 'CCONJ'}, 6: {'token': 'cancelado', 'lemma': 'cancelar', 'POS': 'VERB'}, 7: {'token': 'por', 'lemma': 'por', 'POS': 'ADP'}, 8: {'token': 'falta', 'lemma': 'falto', 'POS': 'NOUN'}, 9: {'token': 'de', 'lemma': 'de', 'POS': 'ADP'}, 10: {'token': 'publico', 'lemma': 'publicar', 'POS': 'NOUN'}};[Show de Daniela Mercury];fake;boatos.org;https://www.boatos.org/entretenimento/show-de-daniela-mercury-e-cancelado.html 
STF envia inquérito de Lula para Sérgio Moro ;stf envia inquerito de lula para sergio moro ;STF envia inquérito contra Lula para Sérgio MoroAo enviar o inquérito que investiga o ex-presidente Lula para a Justiça Federal do Paraná, o ministro Teori Zavascki, relator da Operação Lava-Jato no Supremo, sinalizou claramente sua posição contrária à concessão de foro especial para o ex-presidente da República. Reportagem de Carolina Brígido, O Globo, edição de sábado, focaliza nitidamente o assunto. Teori Zavascki considerou fortes as evidências contra Luiz Inácio da Silva, encontradas na trama denunciada por Delcídio do Amaral para evitar as revelações contidas na delação premiada de Nestor Cerveró, ex-diretor da Petrobrás.Se enviou o processo para a esfera do juiz Sérgio Moro, é porque concluiu que Lula deverá ser julgado pela Justiça comum. No mesmo despacho, Teori incluiu o banqueiro André Esteves, acentuando que é um dos principais financiadores do Instituto Lula. Aliás, a inclusão de André Esteves foi objeto da denúncia formalizada pelo procurador-geral da República Rodrigo Janot, ao acrescentar que o caso inclui lavagem de dinheiro. Mas esta é outra questão.PS: Esse artigo foi uma sugestão da leitora Márcia Campos. Se você quiser sugerir um tema ao Boatos.org, entre em contato com a gente pelo site ou pelo Facebook.;stf envia inquerito contra lula para sergio moroao enviar o inquerito que investiga o ex-presidente lula para a justica federal do parana, o ministro teori zavascki, relator da operacao lava-jato no supremo, sinalizou claramente sua posicao contraria a concessao de foro especial para o ex-presidente da republica. reportagem de carolina brigido, o globo, edicao de sabado, focaliza nitidamente o assunto. teori zavascki considerou fortes as evidencias contra luiz inacio da silva, encontradas na trama denunciada por delcidio do amaral para evitar as revelacoes contidas na delacao premiada de nestor cervero, ex-diretor da petrobras.se enviou o processo para a esfera do juiz sergio moro, e porque concluiu que lula devera ser julgado pela justica comum. no mesmo despacho, teori incluiu o banqueiro andre esteves, acentuando que e um dos principais financiadores do instituto lula. alias, a inclusao de andre esteves foi objeto da denuncia formalizada pelo procurador-geral da republica rodrigo janot, ao acrescentar que o caso inclui lavagem de dinheiro. mas esta e outra questao.ps: esse artigo foi uma sugestao da leitora marcia campos. se voce quiser sugerir um tema ao boatos.org, entre em contato com a gente pelo site ou pelo facebook.;['stf', 'envia', 'inquerito', 'de', 'lula', 'para', 'sergio', 'moro'];{'len': 8, 1: {'token': 'stf', 'lemma': 'stf', 'POS': 'PROPN'}, 2: {'token': 'envia', 'lemma': 'enviar', 'POS': 'VERB'}, 3: {'token': 'inquerito', 'lemma': 'inquerito', 'POS': 'NOUN'}, 4: {'token': 'de', 'lemma': 'de', 'POS': 'ADP'}, 5: {'token': 'lula', 'lemma': 'lula', 'POS': 'PROPN'}, 6: {'token': 'para', 'lemma': 'parir', 'POS': 'ADP'}, 7: {'token': 'sergio', 'lemma': 'sergio', 'POS': 'PROPN'}, 8: {'token': 'moro', 'lemma': 'morar', 'POS': 'PROPN'}};[STF, Lula, Sérgio Moro];fake;boatos.org;https://www.boatos.org/politica/stf-envia-inquerito-de-lula-moro.html 
Temer tem 94% de rejeição, segundo Datafolha ;temer tem 94% de rejeicao, segundo datafolha ;*DATAFOLHA MOSTRA REJEIÇÃO DE 94% A TEMER*O Datafolha realizou uma pesquisa para avaliar a primeira semana de trabalho do presidente interino, Michel Temer (PMDB). Segundo o Portal Atualizado, foram entrevistadas 19.564 pessoas em 21 capitais do país. Os números, de acordo com o portal, são assombrosos:A impopularidade de Temer chega a 94% dos que foram consultados pelo Datafolha. Uma rejeição histórica, superior à marca de sua antecessora. O início atropelado da nova gestão fez até o povo mudar o humor em relação à presidenta afastada, Dilma Rousseff (PT). Há três meses, apenas 20% dos brasileiros eram contra o impeachment. Agora, de acordo com o Instituto paulista, 67% dos eleitores são contrários ao afastamento da petista.O Portal Atualizado informa que os números oficiais do Datafolha serão divulgados pela Folha de São Paulo no início da próxima semana.…;*datafolha mostra rejeicao de 94% a temer*o datafolha realizou uma pesquisa para avaliar a primeira semana de trabalho do presidente interino, michel temer (pmdb). segundo o portal atualizado, foram entrevistadas 19.564 pessoas em 21 capitais do pais. os numeros, de acordo com o portal, sao assombrosos:a impopularidade de temer chega a 94% dos que foram consultados pelo datafolha. uma rejeicao historica, superior a marca de sua antecessora. o inicio atropelado da nova gestao fez ate o povo mudar o humor em relacao a presidenta afastada, dilma rousseff (pt). ha tres meses, apenas 20% dos brasileiros eram contra o impeachment. agora, de acordo com o instituto paulista, 67% dos eleitores sao contrarios ao afastamento da petista.o portal atualizado informa que os numeros oficiais do datafolha serao divulgados pela folha de sao paulo no inicio da proxima semana.;['temer', 'tem', '94', '%', 'de', 'rejeicao', ',', 'segundo', 'datafolha'];{'len': 9, 1: {'token': 'temer', 'lemma': 'temer', 'POS': 'VERB'}, 2: {'token': 'tem', 'lemma': 'ter', 'POS': 'VERB'}, 3: {'token': '94', 'lemma': '94', 'POS': 'NUM'}, 4: {'token': '%', 'lemma': '%', 'POS': 'SYM'}, 5: {'token': 'de', 'lemma': 'de', 'POS': 'ADP'}, 6: {'token': 'rejeicao', 'lemma': 'rejeicao', 'POS': 'NOUN'}, 7: {'token': ',', 'lemma': ',', 'POS': 'PUNCT'}, 8: {'token': 'segundo', 'lemma': 'segundar', 'POS': 'ADP'}, 9: {'token': 'datafolha', 'lemma': 'datafolha', 'POS': 'NOUN'}};[Temer, Datafolha];fake;boatos.org;https://www.boatos.org/politica/temer-tem-94-de-rejeicao-datafolha.html 
Charlie Hebdo chama artistas brasileiros de babacas ;charlie hebdo chama artistas brasileiros de babacas ;Aquarius ATÉ CHARLIE HEBBO FAZ CHACOTA COM ARTISTAS BRASILEIROS QUE NÃO SE IMPORTAM COM A CORRUPÇÃO, O CAOS, E O DESEMPREGO NO SEU PAÍS.PS: Esse artigo foi uma sugestão da leitora Kely Cristina. Se você quiser sugerir um tema ao Boatos.org, entre em contato com a gente pelo site ou pelo Facebook. ;aquarius ate charlie hebbo faz chacota com artistas brasileiros que nao se importam com a corrupcao, o caos, e o desemprego no seu pais.ps: esse artigo foi uma sugestao da leitora kely cristina. se voce quiser sugerir um tema ao boatos.org, entre em contato com a gente pelo site ou pelo facebook. ;['charlie', 'hebdo', 'chama', 'artistas', 'brasileiros', 'de', 'babacas'];{'len': 7, 1: {'token': 'charlie', 'lemma': 'charlie', 'POS': 'PROPN'}, 2: {'token': 'hebdo', 'lemma': 'hebdo', 'POS': 'PROPN'}, 3: {'token': 'chama', 'lemma': 'chamar', 'POS': 'VERB'}, 4: {'token': 'artistas', 'lemma': 'artista', 'POS': 'NOUN'}, 5: {'token': 'brasileiros', 'lemma': 'brasileiro', 'POS': 'ADJ'}, 6: {'token': 'de', 'lemma': 'de', 'POS': 'ADP'}, 7: {'token': 'babacas', 'lemma': 'babacas', 'POS': 'NOUN'}};[Charlie Hebdo];fake;boatos.org;https://www.boatos.org/entretenimento/charlie-hebdo-artistas-brasileiros.html 
Novo hacker no Facebook posta frases ofensivas ;novo hacker no facebook posta frases ofensivas ;Que triste… Atenção, todos! Além de vídeos pornôs há um novo hacker no facebook. Sai entre os comentários dos teus contatos uma frase ofensiva da tua parte. É realmente feio e parece que sai do teu perfil. Você não o vê, mas os teus amigos sim. Isto pode criar muitas ofensas e mal-entendidos. Quero dizer a todos os meus contatos que se chegar a aparecer algo ofensivo não vem de mim, e me façam saber para fazer a respectiva denúncia. Obrigado. Copiar e colar (não compartilhar!!!);que triste atencao, todos! alem de videos pornos ha um novo hacker no facebook. sai entre os comentarios dos teus contatos uma frase ofensiva da tua parte. e realmente feio e parece que sai do teu perfil. voce nao o ve, mas os teus amigos sim. isto pode criar muitas ofensas e mal-entendidos. quero dizer a todos os meus contatos que se chegar a aparecer algo ofensivo nao vem de mim, e me facam saber para fazer a respectiva denuncia. obrigado. copiar e colar (nao compartilhar!!!);['novo', 'hacker', 'no', 'facebook', 'posta', 'frases', 'ofensivas'];{'len': 7, 1: {'token': 'novo', 'lemma': 'novo', 'POS': 'ADJ'}, 2: {'token': 'hacker', 'lemma': 'hacker', 'POS': 'NOUN'}, 3: {'token': 'no', 'lemma': 'o', 'POS': 'ADP'}, 4: {'token': 'facebook', 'lemma': 'facebook', 'POS': 'NOUN'}, 5: {'token': 'posta', 'lemma': 'posto', 'POS': 'VERB'}, 6: {'token': 'frases', 'lemma': 'frase', 'POS': 'NOUN'}, 7: {'token': 'ofensivas', 'lemma': 'ofensivo', 'POS': 'ADJ'}};[Novo hacker, Facebook];fake;boatos.org;https://www.boatos.org/tecnologia/hacker-no-facebook-posta-frases.html 
Obama diz que não reconhece governo Temer ;obama diz que nao reconhece governo temer ;”NÃO RECONHEÇO O NOVO GOVERNO BRASILEIRO” DIZ OBAMA QUE AMEÇA RETIRAR EMBAIXADA AMERICANA.O presidente dos Estados Unidos, em entrevista a CNN, afirmou não conhecer o novo governo brasileiro e que nenhum presidente que assuma fazendo algo ”no escuro” pode ser legítimo.Ainda segundo Obama, caso seja confirmado o ”impedimento” da presidente Dilma, irá retirar a embaixada americana do País até que seja realizada novas eleições.Vale lembrar que 7 países já chamaram seus embaixadores para seu país de origem, é a primeira vez que isso acontece desde que o Brasil adotou o presidencialismo como sua forma de governo.Ps.: Esse artigo foi uma sugestão do leitor Ossouski Rouni. Se você quiser sugerir um tema ao Boatos.org, entre em contato com a gente pelo site ou pelo Facebook.;nao reconheco o novo governo brasileiro diz obama que ameca retirar embaixada americana.o presidente dos estados unidos, em entrevista a cnn, afirmou nao conhecer o novo governo brasileiro e que nenhum presidente que assuma fazendo algo no escuro pode ser legitimo.ainda segundo obama, caso seja confirmado o impedimento da presidente dilma, ira retirar a embaixada americana do pais ate que seja realizada novas eleicoes.vale lembrar que 7 paises ja chamaram seus embaixadores para seu pais de origem, e a primeira vez que isso acontece desde que o brasil adotou o presidencialismo como sua forma de governo.ps.: esse artigo foi uma sugestao do leitor ossouski rouni. se voce quiser sugerir um tema ao boatos.org, entre em contato com a gente pelo site ou pelo facebook.;['obama', 'diz', 'que', 'nao', 'reconhece', 'governo', 'temer'];{'len': 7, 1: {'token': 'obama', 'lemma': 'obama', 'POS': 'NOUN'}, 2: {'token': 'diz', 'lemma': 'dizer', 'POS': 'VERB'}, 3: {'token': 'que', 'lemma': 'que', 'POS': 'SCONJ'}, 4: {'token': 'nao', 'lemma': 'nao', 'POS': 'ADV'}, 5: {'token': 'reconhece', 'lemma': 'reconhecer', 'POS': 'VERB'}, 6: {'token': 'governo', 'lemma': 'governar', 'POS': 'NOUN'}, 7: {'token': 'temer', 'lemma': 'temer', 'POS': 'VERB'}};[Obama, Temer];fake;boatos.org;https://www.boatos.org/politica/obama-diz-que-nao-reconhece-temer.html 
Se você trabalhou de 2003 a 2011 pode receber até 18 mil ;se voce trabalhou de 2003 a 2011 pode receber ate 18 mil ;É SEU DIREITO !!! Você trabalhou registrado em algum desses anos ? Se sim aproveite e vá receber – Clique e veja comoMilhões de trabalhadores em todo o Brasil que trabalharam no governo Lula tem direito.Sómente trabalhadores que possuem registros na carteira entre os anos 2003 a 2011 tem direito.Para poder receber o pagamento você deverá levar até o Banco do Brasil até o dia 23 de Maio sua Carteira Profissional junto com o seu número de identificação do PIS, Rg e Cpf.Lembrando que você tem só até o dia 23 de Maio para efetuar o saque.;e seu direito !!! voce trabalhou registrado em algum desses anos ? se sim aproveite e va receber  clique e veja comomilhoes de trabalhadores em todo o brasil que trabalharam no governo lula tem direito.somente trabalhadores que possuem registros na carteira entre os anos 2003 a 2011 tem direito.para poder receber o pagamento voce devera levar ate o banco do brasil ate o dia 23 de maio sua carteira profissional junto com o seu numero de identificacao do pis, rg e cpf.lembrando que voce tem so ate o dia 23 de maio para efetuar o saque.;['se', 'voce', 'trabalhou', 'de', '2003', 'a', '2011', 'pode', 'receber', 'ate', '18', 'mil'];{'len': 12, 1: {'token': 'se', 'lemma': 'se', 'POS': 'SCONJ'}, 2: {'token': 'voce', 'lemma': 'voce', 'POS': 'PRON'}, 3: {'token': 'trabalhou', 'lemma': 'trabalhar', 'POS': 'VERB'}, 4: {'token': 'de', 'lemma': 'de', 'POS': 'ADP'}, 5: {'token': '2003', 'lemma': '2003', 'POS': 'NUM'}, 6: {'token': 'a', 'lemma': 'o', 'POS': 'ADP'}, 7: {'token': '2011', 'lemma': '2011', 'POS': 'NUM'}, 8: {'token': 'pode', 'lemma': 'poder', 'POS': 'VERB'}, 9: {'token': 'receber', 'lemma': 'receber', 'POS': 'VERB'}, 10: {'token': 'ate', 'lemma': 'atar', 'POS': 'ADP'}, 11: {'token': '18', 'lemma': '18', 'POS': 'NUM'}, 12: {'token': 'mil', 'lemma': 'mil', 'POS': 'NUM'}};[];fake;boatos.org;https://www.boatos.org/brasil/voce-trabalhou-2003-2011-receber-18-mil.html 
Lula está muito ruim, foi para o hospital e caso é grave ;lula esta muito ruim, foi para o hospital e caso e grave ;;;['lula', 'esta', 'muito', 'ruim', ',', 'foi', 'para', 'o', 'hospital', 'e', 'caso', 'e', 'grave'];{'len': 13, 1: {'token': 'lula', 'lemma': 'lula', 'POS': 'VERB'}, 2: {'token': 'esta', 'lemma': 'este', 'POS': 'DET'}, 3: {'token': 'muito', 'lemma': 'muito', 'POS': 'ADV'}, 4: {'token': 'ruim', 'lemma': 'ruim', 'POS': 'ADJ'}, 5: {'token': ',', 'lemma': ',', 'POS': 'PUNCT'}, 6: {'token': 'foi', 'lemma': 'ser', 'POS': 'VERB'}, 7: {'token': 'para', 'lemma': 'parir', 'POS': 'ADP'}, 8: {'token': 'o', 'lemma': 'o', 'POS': 'DET'}, 9: {'token': 'hospital', 'lemma': 'hospital', 'POS': 'NOUN'}, 10: {'token': 'e', 'lemma': 'e', 'POS': 'CCONJ'}, 11: {'token': 'caso', 'lemma': 'casar', 'POS': 'NOUN'}, 12: {'token': 'e', 'lemma': 'e', 'POS': 'CCONJ'}, 13: {'token': 'grave', 'lemma': 'gravar', 'POS': 'VERB'}};[Lula];fake;boatos.org;https://www.boatos.org/politica/lula-esta-muito-ruim-foi-para-hospital.html 
Mulher está abandonada no Hospital Souza Aguiar ;mulher esta abandonada no hospital souza aguiar ;‘Tá abandonada no Souza Aguiar sem saber quem é. Mande para os amigos para saber se alguém conhece’;ta abandonada no souza aguiar sem saber quem e. mande para os amigos para saber se alguem conhece;['mulher', 'esta', 'abandonada', 'no', 'hospital', 'souza', 'aguiar'];{'len': 7, 1: {'token': 'mulher', 'lemma': 'mulher', 'POS': 'NOUN'}, 2: {'token': 'esta', 'lemma': 'este', 'POS': 'DET'}, 3: {'token': 'abandonada', 'lemma': 'abandonar', 'POS': 'NOUN'}, 4: {'token': 'no', 'lemma': 'o', 'POS': 'ADP'}, 5: {'token': 'hospital', 'lemma': 'hospital', 'POS': 'NOUN'}, 6: {'token': 'souza', 'lemma': 'souza', 'POS': 'PROPN'}, 7: {'token': 'aguiar', 'lemma': 'aguiar', 'POS': 'VERB'}};[Mulher, Hospital Souza Aguiar];fake;boatos.org;https://www.boatos.org/brasil/idosa-sem-memoria-no-hospital-souza.html 
Docinho: nova droga está chegando às escolas ;docinho: nova droga esta chegando as escolas ;… Já está sendo vendida em outros Estados e essas aí foram encontrada hoje no Manauara Shopping, divulguem!…Isso aí parece ser figurinhas, mas na verdade é uma nova DROGA que já está circulando nas escolas do DF. Os alunos conhecem como DOCINHO. É colocada na língua e dissolve… alertem seus filhos !…Isso aí parece ser figurinhas, mas na verdade é uma nova DROGA que já está circulando nas escolas de Santana. Os alunos conhecem como DOCINHO. É colocada na língua e dissolve, tomem cuidado, se encontrarem ligue p 190…***ALERTA GERAL****Está sendo vendida nas escolas, e já foi vista por alguns alunos de Cidade Tiradentes, os alunos chamam de “docinho”, porém é um tipo diferente de extase (droga sintética). …;ja esta sendo vendida em outros estados e essas ai foram encontrada hoje no manauara shopping, divulguem!isso ai parece ser figurinhas, mas na verdade e uma nova droga que ja esta circulando nas escolas do df. os alunos conhecem como docinho. e colocada na lingua e dissolve alertem seus filhos !isso ai parece ser figurinhas, mas na verdade e uma nova droga que ja esta circulando nas escolas de santana. os alunos conhecem como docinho. e colocada na lingua e dissolve, tomem cuidado, se encontrarem ligue p 190***alerta geral****esta sendo vendida nas escolas, e ja foi vista por alguns alunos de cidade tiradentes, os alunos chamam de docinho, porem e um tipo diferente de extase (droga sintetica). ;['docinho', ':', 'nova', 'droga', 'esta', 'chegando', 'as', 'escolas'];{'len': 8, 1: {'token': 'docinho', 'lemma': 'doce', 'POS': 'NOUN'}, 2: {'token': ':', 'lemma': ':', 'POS': 'PUNCT'}, 3: {'token': 'nova', 'lemma': 'novo', 'POS': 'ADJ'}, 4: {'token': 'droga', 'lemma': 'drogar', 'POS': 'NOUN'}, 5: {'token': 'esta', 'lemma': 'este', 'POS': 'PRON'}, 6: {'token': 'chegando', 'lemma': 'chegar', 'POS': 'VERB'}, 7: {'token': 'as', 'lemma': 'o', 'POS': 'DET'}, 8: {'token': 'escolas', 'lemma': 'escola', 'POS': 'NOUN'}};[Docinho];fake;boatos.org;https://www.boatos.org/brasil/docinho-nova-droga-esta-chegando.html 
PT divulga plano de dominação comunista ;pt divulga plano de dominacao comunista ;PT planeja golpe comunista, diz boatoParece um absurdo, eu mesmo achei que fosse invenção até ver no próprio site do Partido, o documento onde abertamente o PT declara suas intenções de Golpe comunista no país. Dentre todos os Absurdos desse documento destaco:E muitos outros absurdos. Parece piada, parece invenção da oposição, mas está abertamente no site do PT, para quem quiser ver. Assista ao vídeo e veja mais detalhes sobre isso, e no final dessa reportagem estão os links para acessar esse documento absurdo. Isso é urgente, peço a todos que compartilhem com o máximo de pessoas possível, pois pode ser nossa ultima chance de impedir que nosso país se torne uma nova Cuba. As redes sociais estão limitando os alcances de tudo que é contra o PT, por isso todos os artigos devem ser compartilhados massivamente, para que possamos chegar a todos. Depois do que verão nesse vídeo, irão concluir, assim como eu que a única de se salvar é se a #IntervençãoMilitar acontecer agora, e para isso TODOS OS BRASILEIROS DEVEM PEDIR. Assistam e tirem suas próprias conclusões: ;pt planeja golpe comunista, diz boatoparece um absurdo, eu mesmo achei que fosse invencao ate ver no proprio site do partido, o documento onde abertamente o pt declara suas intencoes de golpe comunista no pais. dentre todos os absurdos desse documento destaco:e muitos outros absurdos. parece piada, parece invencao da oposicao, mas esta abertamente no site do pt, para quem quiser ver. assista ao video e veja mais detalhes sobre isso, e no final dessa reportagem estao os links para acessar esse documento absurdo. isso e urgente, peco a todos que compartilhem com o maximo de pessoas possivel, pois pode ser nossa ultima chance de impedir que nosso pais se torne uma nova cuba. as redes sociais estao limitando os alcances de tudo que e contra o pt, por isso todos os artigos devem ser compartilhados massivamente, para que possamos chegar a todos. depois do que verao nesse video, irao concluir, assim como eu que a unicade se salvar e se a #intervencaomilitar acontecer agora, e para isso todos os brasileiros devem pedir. assistam e tirem suas proprias conclusoes:;['pt', 'divulga', 'plano', 'de', 'dominacao', 'comunista'];{'len': 6, 1: {'token': 'pt', 'lemma': 'pt', 'POS': 'PROPN'}, 2: {'token': 'divulga', 'lemma': 'divulgar', 'POS': 'VERB'}, 3: {'token': 'plano', 'lemma': 'planar', 'POS': 'NOUN'}, 4: {'token': 'de', 'lemma': 'de', 'POS': 'ADP'}, 5: {'token': 'dominacao', 'lemma': 'dominacao', 'POS': 'NOUN'}, 6: {'token': 'comunista', 'lemma': 'comunista', 'POS': 'ADJ'}};[PT];fake;boatos.org;https://www.boatos.org/politica/pt-divulga-plano-de-dominacao-comunista.html 
Temer manda cancelar bilhões que iriam para Cuba ;temer manda cancelar bilhoes que iriam para cuba ;Temer cancela bilhões que iriam para Cuba, diz boatoAcabou a farra, disse TEMER. A interrupção de envio do dinheiro para Cuba pode estar entre primeiras medidas que deverão ser anunciadas pelo vice-presidente Michel Temer, ao assumir inteiramente a presidência da República nos próximos dias. Implantado pelo governo Dilma há três anos, o programa Mais Médicos prevê o repasse de cerca de 60% dos rendimentos dos profissionais ao governo cubano. Com a revisão do programa pelo novo governo, os profissionais de saúde passarão a receber integralmente seus salários e poderão obter o visto de permanência no Brasil. O futuro governo deverá rever os contratos com os médicos cubanos, visando assegurar-lhes os direitos profissionais a remuneração adequada. Cerca de 50 espiões cubanos enviados ao Brasil para “fiscalizar” os profissionais deverão ser extraditados. Dados disponíveis no site do Fundo Nacional de Saúde revelam que o governo brasileiro já repassou bilhões de reais ao governo cubano ao longo dos últimos três anos. As transferências são realizadas em nome da Organização Pan-Americana de Saúde (Opas), e envolve uma operação considerada ilegal, já que há um contrato entre o governo brasileiro e a entidade que omite a relação com o governo dos Irmãos Castro. Há pouco mais de um ano, o Jornal da Band denunciou uma trama entre o Ministério da Saúde e a Organização Pan-Americana de Saúde (Opas) para acobertar a intenção de favorecer a ditadura cubana por meio do Programa Mais Médicos. Acompanhe a denúncia no vídeo abaixo: O repasse da maior parte dos salários dos médicos cubanos ao governo daquele país contraria definição do Tribunal de Contas da União. A corte fez um estudo detalhado dos documentos relativos ao acordo concluiu que o tratamento diferenciado entre os médicos brasileiros e os que profissionais que vieram por meio do intercâmbio e constatou que as cláusulas afrontam o artigo 5° da Constituição Federal, segundo o qual todos são igual perante a lei. A informação é do site Imprensa Viva via Agência de Notícias. ;temer cancela bilhoes que iriam para cuba, diz boatoacabou a farra, disse temer. a interrupcao de envio do dinheiro para cuba pode estar entre primeiras medidas que deverao ser anunciadas pelo vice-presidente michel temer, ao assumir inteiramente a presidencia da republica nos proximos dias. implantado pelo governo dilma ha tres anos, o programa mais medicos preve o repasse de cerca de 60% dos rendimentos dos profissionais ao governo cubano. com a revisao do programa pelo novo governo, os profissionais de saude passarao a receber integralmente seus salarios e poderao obter o visto de permanencia no brasil. o futuro governo devera rever os contratos com os medicos cubanos, visando assegurar-lhes os direitos profissionais a remuneracao adequada. cerca de 50 espioes cubanos enviados ao brasil para fiscalizar os profissionais deverao ser extraditados. dados disponiveis no site do fundo nacional de saude revelam que o governo brasileiro ja repassou bilhoes de reais ao governo cubano ao longo dos ultimos tres anos. as transferencias sao realizadas em nome da organizacao pan-americana de saude (opas), e envolve uma operacao considerada ilegal, ja que ha um contrato entre o governo brasileiro e a entidade que omite a relacao com o governo dos irmaos castro. ha pouco mais de um ano, o jornal da band denunciou uma trama entre o ministerio da saude e a organizacao pan-americana de saude (opas) para acobertar a intencao de favorecer a ditadura cubana por meio do programa mais medicos. acompanhe a denuncia no video abaixo: o repasse da maior parte dos salarios dos medicos cubanos ao governo daquele pais contraria definicao do tribunal de contas da uniao. a corte fez um estudo detalhado dos documentos relativos ao acordo concluiu que o tratamento diferenciado entre os medicos brasileiros e os que profissionais que vieram por meio do intercambio e constatou que as clausulas afrontam o artigo 5 da constituicao federal, segundo o qual todos sao igual perante a lei. a informacao e do site imprensa viva via agencia de noticias. ;['temer', 'manda', 'cancelar', 'bilhoes', 'que', 'iriam', 'para', 'cuba'];{'len': 8, 1: {'token': 'temer', 'lemma': 'temer', 'POS': 'VERB'}, 2: {'token': 'manda', 'lemma': 'mandar', 'POS': 'NOUN'}, 3: {'token': 'cancelar', 'lemma': 'cancelar', 'POS': 'VERB'}, 4: {'token': 'bilhoes', 'lemma': 'bilhoes', 'POS': 'PRON'}, 5: {'token': 'que', 'lemma': 'que', 'POS': 'PRON'}, 6: {'token': 'iriam', 'lemma': 'iriar', 'POS': 'VERB'}, 7: {'token': 'para', 'lemma': 'parir', 'POS': 'ADP'}, 8: {'token': 'cuba', 'lemma': 'cubar', 'POS': 'PROPN'}};[Cuba];fake;boatos.org;https://www.boatos.org/politica/temer-manda-cancelar-bilhoes-cuba.html 
Maioria de voto nulo cancela eleição e troca candidatos ;maioria de voto nulo cancela eleicao e troca candidatos ;;;['maioria', 'de', 'voto', 'nulo', 'cancela', 'eleicao', 'e', 'troca', 'candidatos'];{'len': 9, 1: {'token': 'maioria', 'lemma': 'maioria', 'POS': 'NOUN'}, 2: {'token': 'de', 'lemma': 'de', 'POS': 'ADP'}, 3: {'token': 'voto', 'lemma': 'votar', 'POS': 'NOUN'}, 4: {'token': 'nulo', 'lemma': 'nulo', 'POS': 'ADJ'}, 5: {'token': 'cancela', 'lemma': 'cancelar', 'POS': 'VERB'}, 6: {'token': 'eleicao', 'lemma': 'eleicao', 'POS': 'NOUN'}, 7: {'token': 'e', 'lemma': 'e', 'POS': 'CCONJ'}, 8: {'token': 'troca', 'lemma': 'trocar', 'POS': 'VERB'}, 9: {'token': 'candidatos', 'lemma': 'candidato', 'POS': 'NOUN'}};[];fake;boatos.org;https://www.boatos.org/politica/voto-nulo-cancela-eleicao.html 
